X,Y,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-77.0306911314805,38.9605431911924,Brightwood Elementary School,1300 NICHOLSON STREET NW,Elementary School,ES,Active,202-722-5670,549, ,dcps_213,http://www.brightwoodec.org/,213,213,Y,,,,,-77.03068885,38.96053573,2023-2024,District of Columbia Public Schools,1,Brightwood Elementary School,213,PK3-5th,294515,397340.19,143625.7,20011,,,,DGS_0270.0,{279BB546-EC94-4CBB-A4FE-29C4CEED2F1C},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1307
-76.9910617741642,38.9384831305545,Brookland Middle School,1150 MICHIGAN AVENUE NE,Middle School,MS,Active,202-576-6095,, ,dcps_975,https://brooklandms.wordpress.com/,975,975,N,,,,,-76.991059,38.938476,2023-2024,District of Columbia Public Schools,1,Brookland Middle School,347,6th-8th,294507,400775.13,141176.41,20017,,,,DGS_0235.0,{9C7BE329-5F41-4DF7-85A9-398FA8BDF017},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1308
-76.97066932127,38.902606337899,Browne Education Campus,850 26TH STREET NE,Education Campus,EC,Active,202-671-6210,384, ,dcps_404,http://profiles.dcps.dc.gov/Browne+Education+Campus,404,404,Y,835,1932,215400,750,-76.97066706,38.90259888,2023-2024,District of Columbia Public Schools,1,Browne Education Campus,404,PK3-8th,294501,402544.36,137194.17,20002,,,,DGS_0422.0,{8E885C69-928A-44A1-B70F-A351810251B8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1309
-77.0211879471977,38.9344215557015,Bruce-Monroe Elementary School @ Park View,3560 WARDER STREET NW,Elementary School,ES,Active,202-576-6222,459, ,dcps_296,http://www.bmpv.org/,296,296,N,,1916,82200,,-77.02118567,38.9344141,2023-2024,District of Columbia Public Schools,1,Bruce-Monroe Elementary School @ Park View,296,PK3-5th,294583,398163.16,140725.73,20010,,,,DGS_0533.0,{A367E88B-71A3-47D4-BFB1-F60D3D04736C},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1310
-77.0861689053937,38.9077698905702,MacArthur High School,4530 MACARTHUR BOULEVARD NW,High School,HS,Active,202-299-5506,,1356 0032,dcps_985,,,,Y,,,,,-77.086167,38.907762,2023-2024,District of Columbia Public Schools,0,MacArthur High School,0,9th-12th,275307,392526.38,137770.49,20007,,,,,{A592F9CA-539C-498C-845C-F0AB6D1D0885},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1311
-76.9849976287947,38.942020057392,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,Elementary School,ES,Active,202-576-6095,304, ,dcps_346,http://profiles.dcps.dc.gov/Bunker+Hill+Elementary+School,219,346,N,,,,,-76.98499564,38.94201247,2023-2024,District of Columbia Public Schools,1,Bunker Hill Elementary School,219,PK3-5th,286131,401300.77,141569.11,20017,,,,DGS_0301.0,{CDB15020-90EC-4B2C-88E4-5C3CC2989D0D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1312
-76.9784586377381,38.9335101217273,Burroughs Elementary School,1820 MONROE STREET NE,Elementary School,ES,Active,202-576-6150,296, ,dcps_220,http://www.jbecstem.com/,220,220,Y,474,1980,63900,450,-76.97845637,38.93350266,2023-2024,District of Columbia Public Schools,1,Burroughs Elementary School,220,PK3-5th,294530,401867.9,140624.56,20018,,,,DGS_0356.0,{F8497BAC-823C-40F3-906C-5382D2F0B875},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1313
-76.9244614283229,38.9005732220478,Burrville Elementary School,801 DIVISION AVENUE NE,Elementary School,ES,Active,202-671-6020,368, ,dcps_221,http://www.burrvillees.org/,221,221,N,322,1980,95000,450,-76.92445918,38.90056577,2023-2024,District of Columbia Public Schools,1,Burrville Elementary School,221,PK3-5th,289787,406552.65,136970.78,20019,,,,DGS_0740.0,{0DD937CC-4E4D-4728-925F-94380BB7BAD6},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1314
-76.9261177474948,38.8836062845951,C.W. Harris Elementary School,301 53RD STREET SE,Elementary School,ES,Active,202-645-3188,224, ,dcps_247,http://cwharriselementary.org/,247,247,N,461,1964,56000,325,-76.9261155,38.88359883,2023-2024,District of Columbia Public Schools,1,C.W. Harris Elementary School,247,PK3-5th,289801,406410.5,135087.2,20019,,,,DGS_0455.0,{5A4647CC-EFDA-4C5C-A9D6-6CFC7D93E313},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1315
-77.0025649717603,38.8985377621774,Capitol Hill Montessori,215 G STREET NE,Elementary School/Specialized,ES,Active,202-698-4467,211, ,dcps_960,http://capitolhillmontessorischool.org/,360,0,N,,,,,-77.00256647,38.89853031,2023-2024,District of Columbia Public Schools,1,Capitol Hill Montessori,360,PK3-8th,286687,399777.37,136742.12,20002,,,,DGS_0457.0,{E95D4207-5F16-4155-80F9-EE9CFF4A3B03},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1316
-77.0284730757523,38.9221799883401,Cardozo Education Campus,1200 CLIFTON STREET NW,Middle School/High School,HS,Active,202-673-7385,477, ,dcps_454,http://www.cardozohs.com/,454,454,N,1565,1926,355400,1100,-77.02847069,38.92217286,2023-2024,District of Columbia Public Schools,1,Cardozo Education Campus,454,6th-12th,294513,397531.11,139367.02,20009,,,,DGS_0178.0,{8D41754A-752F-45AC-BB14-2F36A7C29C73},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1317
-77.0227094560451,38.9151527443805,Cleveland Elementary School,1825 8TH STREET NW,Elementary School,ES,Active,202-939-4380,301, ,dcps_224,http://clevelandesdc.org/,224,224,N,,1911,54427,276,-77.02270718,38.91514529,2023-2024,District of Columbia Public Schools,1,Cleveland Elementary School,224,PK3-5th,294531,398030.71,138586.76,20001,,,,DGS_0357.0,{17583BBA-B5BB-42D1-93B7-C802D5FD893F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1318
-77.0358605944281,38.9295522271806,Columbia Heights Education Campus 6–8 (CHEC),3101 16TH STREET NW,Education Campus,MS,Active,202-939-7700,429, ,dcps_475,http://www.checdc.org,442,475,N,,,,,-77.03585831,38.92954477,2023-2024,District of Columbia Public Schools,1,Columbia Heights Education Campus 6–8 (CHEC),442,6th-12th,234375,396890.8,140185.59,20010,,,,DGS_0472.0,{54703FD1-1275-4134-B370-0AE14114BEEE},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1319
-77.0358605944281,38.9295522271806,Columbia Heights Education Campus 9–12 (CHEC),3101 16TH STREET NW,Education Campus,HS,Active,202-939-7700,429, ,dcps_976,http://www.checdc.org,442,475,N,,,,,-77.03585831,38.92954477,2023-2024,District of Columbia Public Schools,1,Columbia Heights Education Campus 9–12 (CHEC),442,6th-12th,234375,396890.8,140185.59,20010,,,,DGS_0472.0,{E725B430-BCD0-4B28-8CAB-CF9FA4EBA85B},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1320
-77.0195805300924,38.9672920127715,Coolidge High School,6315 5TH STREET NW,High School,HS,Active,202-671-6080,547, ,dcps_455,http://www.coolidgeshs.org/,455,455,N,1240,1940,271300,1100,-77.01957835,38.96728457,2023-2024,District of Columbia Public Schools,1,Coolidge High School,455,9th-12th,294615,398303.3,144374.62,20012,,,,DGS_0710.0,{2D0B6ACA-11F6-4427-82B7-91C5F7C6B939},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1321
-77.0752013665178,38.9529042028224,Deal Middle School,3815 FORT DRIVE NW,Middle School,MS,Active,202-939-2010,1014, ,dcps_405,http://alicedeal.org/,405,405,N,900,1931,180000,850,-77.07519907,38.95289674,2023-2024,District of Columbia Public Schools,1,Deal Middle School,405,6th-8th,277548,393481.78,142779.94,20016,,,,DGS_0529.0,{013E3EB7-C35C-477F-A127-91660E2569C5},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1322
-77.0305435214428,38.9447023725982,Dorothy I. Height Elementary School,1300 ALLISON STREET NW,Elementary School,ES,Active,202-723-4100,,,dcps_977,http://www.dorothyheightes.org/,349,,,,,,,-77.030541,38.9447,2023-2024,District of Columbia Public Schools,1,Dorothy I. Height Elementary School,349,PK3-5th,255251,397352.45,141867.84,20011,,,,DGS_0775.0,{4CAD560A-FEA7-4556-A947-E13EF69E9332},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1323
-76.9199292547491,38.8960014304797,Drew Elementary School,5600 EADS STREET NE,Elementary School,ES,Active,202-671-6040,181, ,dcps_231,http://www.drewelementary.org/,231,231,N,,,,,-76.91992701,38.89599397,2023-2024,District of Columbia Public Schools,1,Drew Elementary School,231,PK3-5th,277686,406946.23,136463.61,20019,,,,DGS_0687.0,{A40201FB-9B32-48AC-A921-AB80DCB769C9},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1324
-77.0703098743125,38.9134538317844,Duke Ellington School of the Arts,3500 R STREET NW,High School/Specialized,HS,Active,202-282-0123,517, ,dcps_471,http://www.ellingtonschool.org,471,471,N,500,1898,167500,700,-77.070308,38.913446,2023-2024,District of Columbia Public Schools,1,Duke Ellington School of the Arts,471,9th-12th,294569,393902.4,138400.27,20007,,,,DGS_0526.0,{AE6A2004-AD48-424E-9EB0-849CD7DDD435},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1325
-77.0126937526778,38.9076340080213,Dunbar High School,101 N ST NW,High School,HS,Active,202-698-3762,514, ,dcps_467,http://www.dunbarhsdc.org/,467,940,N,1095,1977,343400,1600,-77.012691,38.907627,2023-2024,District of Columbia Public Schools,1,Dunbar High School,467,9th-12th,309947,398899.21,137751.95,20001,,,,DGS_0272.0,{B5A17CF1-6E9F-4291-815A-FA1B4D6D9FFB},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1326
-77.0195805300924,38.9672920127715,Early College Academy at Coolidge High School,6315 5TH STREET NW,High School/Specialized,HS,Active,202-671-6080,547, ,dcps_456,http://www.coolidgeshs.org/,455,455,N,1240,1940,271300,1100,-77.01957835,38.96728457,2023-2024,District of Columbia Public Schools,1,Early College Academy at Coolidge High School,455,9th-12th,294615,398303.3,144374.62,20012,,,,DGS_0710.0,{751882C2-50C4-48D7-9FDC-DA2C48ADCCF7},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1327
-76.9796865584152,38.8904101151262,Eastern High School,1700 EAST CAPITOL STREET NE,High School,HS,Active,202-698-4500,303, ,dcps_457,http://easternhighschooldc.org/intro/,457,457,N,1425,1923,288800,6,-76.97968429,38.89040266,2023-2024,District of Columbia Public Schools,1,Eastern High School,457,9th-12th,289529,401762.5,135840.08,20003,,,,DGS_0181.0,{0AD65226-B82C-4BA9-9B51-E2B77423AF3F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1328
-77.0658234329553,38.9327345302458,Eaton Elementary School,3301 LOWELL STREET NW,Elementary School,ES,Active,202-282-0103,457, ,dcps_232,http://www.eatondc.org/,232,232,N,418,1911,49100,400,-77.06582114,38.93272707,2023-2024,District of Columbia Public Schools,1,Eaton Elementary School,232,PK4-5th,294562,394293.04,140540.3,20008,,,,DGS_0507.0,{B4F7DFB6-E1FC-4B76-A436-C28048DE355F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1329
-76.9789801842028,38.8924389462972,Eliot-Hine Middle School,1830 CONSTITUTION AVENUE NE,Middle School,MS,Active,202-939-5380,348, ,dcps_407,http://www.eliothinemiddleschool.org/,407,407,Y,850,1931,155100,450,-76.97897792,38.89243149,2023-2024,District of Columbia Public Schools,1,Eliot-Hine Middle School,407,6th-8th,286499,401823.73,136065.31,20002,,,,DGS_0359.0,{9DD14FF3-53F5-45CB-928A-552BF74D78F8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1330
-76.9953568364176,38.859769537679,Excel Academy,2501 MARTIN LUTHER KING JR AVENUE SE,Education Campus,EC,Active,202-373-0097,,,dcps_981,http://www.excelpcs.org,318,,,,,,,-76.995355,38.859762,2023-2024,District of Columbia Public Schools,1,Excel Academy,318,PK3-8th,278172,400403.19,132438.56,20020,,,,DGS_0782.0,{011D8F75-91CA-4AE7-9E88-E150F0954D8A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1331
-77.0686161905959,38.9155164871839,Fillmore Arts Center (West),1819 35TH STREET NW,Specialized School,AC,Active,202-729-3796,0, ,dcps_923,http://www.fillmoreartscenter.org/,0,0,N,,,,,-77.0686139,38.91550903,2023-2024,District of Columbia Public Schools,1,Fillmore Arts Center (West),0,6th-8th,274432,394049.46,138629.13,20007,,,,N/A,{8A491ACE-0995-4E44-BEE6-0BE4DCD25EC3},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1332
-76.9708070368325,38.8517408214861,Garfield Elementary School,2435 ALABAMA AVENUE SE,Elementary School,ES,Active,202-671-6140,240, ,dcps_238,http://www.myschooldc.org/schools/profile/37/,238,238,N,446,1977,58908,400,-76.97080478,38.85173338,2023-2024,District of Columbia Public Schools,1,Garfield Elementary School,238,PK3-5th,278160,402534.22,131547.71,20020,,,,DGS_0421.0,{7C5B5AC3-31F0-4788-8857-37E9B574ADC7},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1333
-77.0286148379241,38.9139087472585,Garrison Elementary School,1200 S STREET NW,Elementary School,ES,Active,202-673-7263,237, ,dcps_239,http://www.garrisonelementary.org/,239,239,N,474,1964,60200,325,-77.02861256,38.91390129,2023-2024,District of Columbia Public Schools,1,Garrison Elementary School,239,PK3-5th,294509,397518.52,138448.81,20009,,,,DGS_0242.0,{EE35A6EA-9BD0-4A97-ABC8-7165A43DFCDA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1334
-77.0388128697178,38.9239505430781,H.D. Cooke Elementary School,2525 17TH STREET NW,Elementary School,ES,Active,202-939-5390,396, ,dcps_227,http://www.hdcookeschool.org/,227,227,N,,,,,-77.03881058,38.92394309,2023-2024,District of Columbia Public Schools,1,H.D. Cooke Elementary School,227,PK3-5th,235863,396634.55,139563.86,20009,,,,DGS_0430.0,{82815678-94BF-49E6-B127-9EEC65DFFEE3},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1335
-77.0686161905959,38.9155164871839,Hardy Middle School,1819 35TH STREET NW,Middle School,MS,Active,202-729-4350,412, ,dcps_246,http://www.hardyms.org,246,246,Y,,,,,-77.0686139,38.91550903,2023-2024,District of Columbia Public Schools,1,Hardy Middle School,246,6th-8th,274432,394049.46,138629.13,20007,,,,DGS_0355.0,{75417828-1104-4E38-B82E-C2E0E13F88FC},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1336
-76.9971810142341,38.8377453130832,Hart Middle School,601 MISSISSIPPI AVENUE SE,Middle School,MS,Active,202-671-6426,530, ,dcps_413,http://www.charleshartmiddle.org/,413,413,Y,1110,1956,210700,550,-76.99717875,38.83773787,2023-2024,District of Columbia Public Schools,1,Hart Middle School,413,6th-8th,5534,400244.94,129993.71,20032,,,,DGS_0698.0,{A235F264-419E-4C10-AE13-398D63E32C31},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1337
-77.0719575161002,38.9407301065624,Hearst Elementary School,3950 37TH STREET NW,Elementary School,ES,Active,202-282-0106,257, ,dcps_258,http://www.hearstes.org/,258,258,N,181,1932,17400,325,-77.07195522,38.94072265,2023-2024,District of Columbia Public Schools,1,Hearst Elementary School,258,PK4-5th,294586,393761.89,141428.28,20008,,,,DGS_0550.0,{A8605332-6694-40B7-A5E2-7B9E67DF4B3F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1338
-76.9991871134438,38.8289933534677,Hendley Elementary School,425 CHESAPEAKE STREET SE,Elementary School,ES,Active,202-645-3450,341, ,dcps_249,http://profiles.dcps.dc.gov/Hendley+Elementary+School,249,249,N,559,1959,73200,325,-76.99918485,38.82898591,2023-2024,District of Columbia Public Schools,1,Hendley Elementary School,249,PK3-5th,24445,400070.78,129022.18,20032,,,,DGS_0596.0,{09CCB0BF-6AD9-4ABC-92DA-4266598D512A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1339
-76.9299498970813,38.9054227781707,Houston Elementary School,1100 50TH PLACE NE,Elementary School,ES,Active,202-671-6170,223, ,dcps_251,http://www.myschooldc.org/schools/profile/44/,251,251,N,507,1962,59900,325,-76.92994765,38.90541532,2023-2024,District of Columbia Public Schools,1,Houston Elementary School,251,PK3-5th,156316,406076.15,137508.74,20019,,,,DGS_0219.0,{8CEAD329-4CF6-475C-AD73-85514376E943},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1340
-77.0645401573867,38.9080270930018,Hyde-Addison Elementary School,3219 O STREET NW,Elementary School,ES,Active,202-282-0170,329,   0830,dcps_252,http://profiles.dcps.dc.gov/Hyde-Addison+Elementary+School,252,,,,,,,-77.064538,38.90802,2023-2024,District of Columbia Public Schools,1,Hyde-Addison Elementary School,252,PK3-5th,294558,,,,,,,DGS_0427.0,{CEFBFD34-1A8C-407E-AFF5-6553B6197BF4},JLAY,2023/08/03 17:37:06+00,JLAY,2023/11/07 18:54:28+00,1341
-77.0192698973041,38.96686257823,Ida B. Wells Middle School,405 SHERIDAN STREET NW,Middle School,MS,Active,202-671-0693,,,dcps_974,http://nms.sdmf.schoolfusion.us/,0,,,,,,,-77.019578,38.967285,2023-2024,District of Columbia Public Schools,1,Ida B. Wells Middle School,1071,6th-8th,319880,398330.22,144326.94,20011,,,,N/A,{30F418BD-D89C-4DAE-86B0-0FFD2AA5DE84},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1342
-76.9763811799253,38.883438357611,Inspiring Youth Program,1901 D STREET SE,Youth Engagement,YE,Active,202-698-5978,60,,dcps_947,http://profiles.dcps.dc.gov/Inspiring+Youth+Program,480, ,N,,,,,-76.97637892,38.88343091,2023-2024,District of Columbia Public Schools,1,Inspiring Youth Program,480,Alternative,295133,402049.46,135066.23,20003,,,,DCPS_N/A,{B3D62CD2-B48B-45CD-BC26-51F20D78D68D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1343
-76.9965912928373,38.9027654537884,J.O. Wilson Elementary School,660 K STREET NE,Elementary School,ES,Active,202-698-4733,382, ,dcps_339,http://profiles.dcps.dc.gov/J.O.+Wilson+Elementary+School,339,339,N,412,1961,98900,400,-76.99658902,38.902758,2023-2024,District of Columbia Public Schools,1,J.O. Wilson Elementary School,339,PK3-5th,288841,400295.87,137211.43,20002,,,,DGS_0695.0,{E5681FD7-8688-4995-94B2-DDEBED6C9645},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1344
-77.0777774984722,38.9501636048416,Jackson-Reed High School (formerly Wilson HS),3950 CHESAPEAKE STREET NW,High School,HS,Active,202-282-0120,1633,,dcps_463,http://www.wilsonhs.org/,463,463,N,1485,1935,271300,1600,-77.0777757,38.95015672,2023-2024,District of Columbia Public Schools,1,Wilson High School,463,9th-12th,294587,393258.18,142475.96,20016,,,,DGS_0551.0,{6ACFEF33-57FE-43BB-9648-2B19C99D5205},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1345
-77.0809971256341,38.9475578809036,Janney Elementary School,4130 ALBEMARLE STREET NW,Elementary School,ES,Active,202-282-0110,548, ,dcps_254,http://www.janneyschool.org/,254,254,N,364,1925,98200,550,-77.08099483,38.94755042,2023-2024,District of Columbia Public Schools,1,Janney Elementary School,254,PK4-5th,285713,392978.88,142186.88,20016,,,,DGS_0580.0,{91A55CFB-1326-4281-AA3D-E9DA1EE3382A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1346
-77.0229129382855,38.8798783817875,Jefferson Middle School Academy,801 7TH STREET SW,Middle School,MS,Active,202-729-3270,89, ,dcps_415,http://www.jeffersontrojans.org/,433,415,Y,900,1940,109000,450,-77.02291066,38.87987093,2023-2024,District of Columbia Public Schools,1,Jefferson Middle School Academy,433,6th-8th,276812,398012.08,134671.03,20024,,,,DGS_0739.0,{42A75CCD-0B8C-412A-A1A0-9ACEAE07A728},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1347
-77.0324180638645,38.9511988196916,John Lewis Elementary School,1338 FARRAGUT STREET NW,Elementary School,ES,Active,202-576-6226,244, ,dcps_336,http://www.westschool.org/,336,336,N,281,1978,69600,450,-77.03241633,38.95119327,2023-2024,District of Columbia Public Schools,1,West Elementary School,336,PK3-5th,317768,397190.1,142588.69,20011,,,,DGS_0179.0,{B3948460-3761-4A0E-A1C9-09837F57E4C1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/23 17:42:28+00,1348
